Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.44416322679218,1.05555578746555,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,1.95912289275337,1.31253090764642,1.51991126448578
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74563526610041,2.94859680232911,1.10493826600218,-1.25159664394278,1.78064395791648,5.63724319559962,-0.78784264870842,-1.42003967816675,9.83654899260358,-9.57564018741695,-29.5889976817695,-7.19999998650893,9.60000001192878,8.29999999672621,13.2999999863389,9.09999999999984,-10.8378557343801,9.00885253954446,13.501173375611,6.66662051466618,7.94033142118306,4.23137101197186,5.77349056968094,5.70955658121406,5.72081995256856,5.43101273397926,5.90000000867104,7.52999998948079,3.35000000887302,3.70999999380066,2.55000000544001,1.41999999814648,1.10999999256572,2,2.55999999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,..,-13.6054413317701,-19.6850418177625,34.3137287655079,5.83941301154115,6.20689820871414,-4.80497094020372,9.45296255852286,10.7962385787696,8.43328027567706,8.86265711302651,-11.3317191643427,27.423969476936,3.81317629773889,7.49491770360042,5.04534161211801,8.38675648316108,5.25858598509484,9.21483570036614,7.47782655326378,0.790606970518297,2.99999608984621,6.40000411531005,5.40000302470133,5.59999652985009,3.69999725338795,0.400001001999243,-0.69999752446148,-1.00000549123267,4.40000215933378,0.800000580914457,-1.20000058417291,1.80000230116706,-2.10000076099048,-0.899996545968492,3.7999947880281,4.09999847018592,1.09999993807601,5.10000360875516,3.20000155285518,3.8,2.99999999999999,5.59999999999994,7.20000000000012,4.29999999999981,5.90000000000006,1.70000000000007,3.40000000000001,2.39999999999986,1.60000000000011,3.60000000000002,2.90000000000006,3.39999999999989,2.80000000000014,3.79999999999987,3.89999999999992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,4.64947352511373,8.14974570911613,7.78846541379028,5.61878578419557,0.542203244600969,3.30379145669792,2.83857430718224,1.46300341337702,0.0415465175962453,2.20872814446003,-0.132468704037194,1.24646173311282,1.77011580714547,1.78468756916817,2.32143585364256,3.25332168107124,5.54712259348614,5.094324231523,4.8270302776809,3.78139347786568,2.54600064090229,0.929215382801402,-1.03149171388272,2.38319527748475,2.7574939772792,4.64974195875254,9.06767396402095,3.19478796475406,4.09908114794879,1.16578706437875,6.06678059681872,6.42684513850158,12.0239197396079,8.06950429074125,7.83970449604648,4.58531059335641,0.078039377902499,-8.59425600818136,-3.81798602402674,-5.34797718118854,-4.80267503725287,-1.76001032768896,-0.0635143126218196,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.80000000794205,7.90000000367507,5.59999998070748,0.400000018928679,-0.300000018689033,-1.19999998948089,-6.90000000175168,-24.6999999862023,3.49999998931119,10.4000000186697,11.1999999665668,7.90000000976701,6.8047621164026,3.23979967059962,3.01207617104589,4.22096514726003,-6.94046155293243,5.24749454056162,10.8795774758584,18.2614503245644,20.7351248827892,22.5930542991417,13.8171458087553,2.41286969254453,3.40765479391563,3.91859698579799,5.15544054479086,6.81358576983935,4.80447270408375,2.99770407322555
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.18412369241072,7.3435710853441,8.59506428983356,4.08371877510336,0.167303078434315,4.67838938623611,9.75361582028521,7.99031164631295,12.7194263697446,8.26317513832319,5.42179951397377,5.77288342482856,2.54510196146892,2.0364360939451,0.848187899110314,5.39010158752733,6.32762207439725,-4.17681867690712,6.7395611559254,4.88584151541207,4.40767395547452,4.12160455415504,5.04176929743556,-3.19424189288979,2.92425143016098,5.91363142470426,5.28642014860594,6.08322843204205,13.3764001850193,9.49894448015539,0.07111102052761,-12.0360150576178,-7.14299133491195,-1.79343560355176,4.01954183888284,-0.346259915794363,4.8219802933227,3.66412072919201
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,..,5.42784287951257,-0.852021523481966,-5.30819682651754,10.1302976614339,10.569433340343,-0.65972617159396,3.19199662337057,4.82250078158644,9.67952600806881,3.04564331900352,5.65813108318032,1.62841651625489,2.81175404095775,5.53380439483236,-0.0284121027669499,-2.01825151667593,6.93414775537995,-4.50612480247693,10.2227634648727,4.15176234244558,-5.68952800019458,-4.9571785190403,3.8751234240092,2.21177350377226,-7.58667718413523,7.87577983041497,2.90999313057094,-2.55690487694628,-7.49618958372456,-2.39895921890113,12.6697100866108,11.9407747350581,5.90691950110394,5.83620069792465,-2.84520961517045,5.52668982269249,8.1110467739709,3.85017886550901,-3.38545705440345,-0.788998929008557,-4.40883969595698,-10.8944848114851,8.83704077566954,9.02957332125899,9.19848898286102,8.40286856609245,7.96557324797851,3.07494550317222,0.0500244563851595,9.45157833146632,8.38645145563733,0.801760179229987,2.88535188297455,0.453605479037094,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.6999984817524,-41.8000027485614,-8.79999879239085,5.40000279013701,6.89999840719999,5.86540074820616,3.32107969582276,7.3,3.30000000000001,5.89999999999978,9.55664149553445,13.186300532067,14.0407950559649,10.4678418639969,13.8657112498155,13.1980035154758,13.7492019586216,6.90000000168239,-14.149988640087,2.1999999991457,4.69999999861844,7.20000000328227,3.30000000179984,3.49999999884847,3.00000000125773
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.24508591166203,7.81443171889218,6.66662183020206,1.15446939174406,4.51406203251221,-0.364695778713454,-2.16445940890385,0.465289865491144,7.51947237328494,1.17669048367502,0.380390971382511,2.35511944298051,-3.65462624193272,-6.88130206359888,-5.65350208612952,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,..,2.47592903011602,1.32757523914135,6.21244438552095,6.97615507461865,5.98001969888841,2.36519306244575,6.29705551126803,5.09282130336703,7.0497118665666,7.16689151654633,4.00915277582364,3.91086112989925,2.59864243885953,4.09686079488536,1.33824894253101,2.58966329312659,3.60727832218465,0.896974943070489,4.052844192668,3.05139105308542,3.35814322205586,3.3212959214834,-2.23060017080476,4.6271332407684,5.24948051140859,4.10152789814649,2.57449271362755,5.7690381847342,3.87870000593526,3.52913488445492,-0.379883393800185,0.399007033076032,4.06013476851687,4.03794657229683,3.87904043958818,3.94914072165129,3.94734180401746,4.43824342820818,5.00709635409926,3.86865768166436,1.92938679706415,3.856686720792,3.07079872147182,4.14937434487798,3.2066423006508,2.9828702853226,3.75765786437918,3.70669950604605,1.81967826084417,2.01818214420197,2.37956133560841,3.63272030319823,2.44004906206246,2.4998512224341,2.25782511179634
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,..,5.53797931684524,2.64867511295262,4.13826758157035,6.12435373762838,3.48017491799565,5.64286141093264,3.00804779775493,4.47231278246076,6.27586716606969,5.54602841063007,5.11496873516448,6.20786097184929,4.89043542102145,3.94213808630408,-0.363735687508665,4.57844539632157,5.07998083944021,-0.210653522029688,5.356699873455,1.73148536881487,-0.14429447402668,2.0112543759392,2.97308801257286,0.0512752530666916,2.49867849370824,2.30139275532899,1.35716799724619,3.2958802564421,3.8870747605712,4.34564156450476,3.44162738717691,2.09352471906863,0.526809483408996,2.40211875392227,2.66798367090327,2.39831429528101,2.20501964036377,3.55996691871002,3.58998775085415,3.36840771488365,1.35051607992412,1.65585494261917,0.756156575984136,2.70574308750665,2.14068259595112,3.35083135763318,3.621510423492,1.54726383930861,-3.79907504838874,1.92867305613767,2.80799993211767,0.757314345720772,0.321250821811844,0.353471065680438,0.862105018651633
